発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,プラットフォーム
2012-07-14,ポケモン Nintendo,ポケモン全国図鑑Pro,2,,その他,ポケモン Nintendo,0,1,その他
2012-07-18,アークシステムワークス,おきらくピンポン3D Family Table Tennis 3D,2,,その他,アークシステムワークス,0,1,その他
2012-07-18,トムクリエイト,脱出!ゾンビシティ Escape From Zombie City,2,,その他,トムクリエイト,0,1,その他
2012-07-19,小学館,ドラかず のび太のすうじ大冒険,2,YES,その他,小学館,0,1,その他
2012-07-19,マーベラスAQL Xseed Games,ルーンファクトリー4,2,YES,その他,マーベラスAQL Xseed Games,0,1,その他
2012-07-19,ユービーアイソフト,レイマン オリジン,2,YES,その他,ユービーアイソフト,0,1,その他
2012-07-25,アークシステムワークス,ARC STYLE:女子サッカー!!3D,2,,その他,アークシステムワークス,0,1,その他
2012-07-26,日本コロムビア,こびとづかん こびと観察セット,2,YES,その他,日本コロムビア,0,1,その他
2012-07-26,日本一ソフトウェアNIS America,洞窟物語3DCave Story 3D,2,YES,その他,日本一ソフトウェアNIS America,0,1,その他
2012-07-28,任天堂,New スーパーマリオブラザーズ 2,2,YES,その他,任天堂,0,1,その他
2012-07-28,任天堂,東北大学加齢医学研究所 川島隆太教授監修 ものすごく脳を鍛える5分間の鬼トレーニング 北米: Brain Age: Concentration Training 欧州: Dr. Kawashima's Devilish Brain Training: Can You Stay Focused?,2,YES,その他,任天堂,0,1,その他
2012-08-01,アークシステムワークス,脱出アドベンチャー 旧校舎の少女,2,,その他,アークシステムワークス,0,1,その他
2012-08-02,日本コロムビア,わんニャンどうぶつ病院2,2,YES,その他,日本コロムビア,0,1,その他
2012-08-02,バンダイナムコゲームス,スマイルプリキュア! レッツゴー! メルヘンワールド,2,YES,その他,バンダイナムコゲームス,0,1,その他
2012-08-02,ディースリー・パブリッシャー,マダガスカル3DreamWorks Madagascar 3: The Video Game,2,YES,その他,ディースリー・パブリッシャー,0,1,その他
2012-08-08,トムクリエイト Circle Entertainment（英語版）,「いつでも一緒に。」BLACKJACKSweet Memories Blackjack,2,,その他,トムクリエイト Circle Entertainment（英語版）,0,1,その他
2012-08-08,アークシステムワークス Natsume,おきらくビーチバレー3D Super Strike Beach Volleyball,2,,その他,アークシステムワークス Natsume,0,1,その他
2012-08-08,任天堂,行列ナゲループTokyo Crash Mobs,2,,その他,任天堂,0,1,その他
2012-08-22,インテンス,ダンジョンRPG ピクダン2Picdun 2: Witch's Curse,2,,その他,インテンス,0,1,その他
2012-08-22,シルバースタージャパン,ハイパーパドル ブロックラッシャー,2,,その他,シルバースタージャパン,0,1,その他
2012-08-23,ソニックパワード,ぼくは航空管制官 エアポートヒーロー3D ホノルル I am an Air Traffic controller Airport Hero Hawaii,2,YES,その他,ソニックパワード,0,1,その他
2012-08-29,ディースリー・パブリッシャー,@SIMPLE DLシリーズ Vol.4 THE 密室からの脱出 〜南国のリゾート編〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2012-08-29,ロケットスタジオ,ケモノミクス+,2,,その他,ロケットスタジオ,0,1,その他
2012-08-30,アトラス 欧州: NIS America,デビルサマナー ソウルハッカーズShin Megami Tensei: Devil Summoner: Soul Hackers,2,YES,その他,アトラス 欧州: NIS America,0,1,その他
2012-08-30,マーベラスAQL 北米: XSEED Games 欧州: Zen United,閃乱カグラ Burst -紅蓮の少女達- Senran Kagura Burst,2,YES,その他,マーベラスAQL 北米: XSEED Games 欧州: Zen United,0,1,その他
2012-09-05,アークシステムワークス,ハングリーバーガー,2,,その他,アークシステムワークス,0,1,その他
2012-09-05,任天堂,リズムハンター ハーモナイト HarmoKnight,2,,その他,任天堂,0,1,その他
2012-09-06,アイレムソフトウェアエンジニアリング,パチパラ3D 大海物語2 With アグネス・ラム 〜パチプロ風雲録・花 消されたライセンス〜,2,YES,その他,アイレムソフトウェアエンジニアリング,0,1,その他
2012-09-06,バンダイナムコゲームス,ロストヒーローズ,2,YES,その他,バンダイナムコゲームス,0,1,その他
2012-09-12,ディースリー・パブリッシャー,@SIMPLE DLシリーズ Vol.5 THE 呪いの廃病院 〜閉じ込められた顔のない少女〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2012-09-12,アークシステムワークス,クルりんスッシー,2,,その他,アークシステムワークス,0,1,その他
2012-09-13,ロケットカンパニー,メダロット7 カブトVer.,2,YES,その他,ロケットカンパニー,0,1,その他
2012-09-13,ロケットカンパニー,メダロット7 クワガタVer.,2,YES,その他,ロケットカンパニー,0,1,その他
2012-09-13,コーエーテクモゲームス,戦国無双 Chronicle 2nd,2,YES,その他,コーエーテクモゲームス,0,1,その他
2012-09-13,任天堂,新 絵心教室 Art Academy: Lessons for Everyone!,2,YES,その他,任天堂,0,1,その他
2012-09-19,サイバーフロント Shin'en Multimedia（英語版）,Fun! Fun! Minigolf TOUCH!,2,,その他,サイバーフロント Shin'en Multimedia（英語版）,0,1,その他
2012-09-26,ジニアス・ソノリティ,電波人間のRPG2 The Denpa Men 2: Beyond the Waves,2,,その他,ジニアス・ソノリティ,0,1,その他
2012-09-27,アルケミスト,ちび☆デビ!,2,YES,その他,アルケミスト,0,1,その他
2012-09-27,任天堂,わがままファッション GIRLS MODE よくばり宣言! Style Savvy: Trendsetters,2,YES,その他,任天堂,0,1,その他
2012-09-27,グレフ,哭牙 KOKUGA,2,YES,その他,グレフ,0,1,その他
2012-10-03,アークシステムワークス,鷹狩王,2,,その他,アークシステムワークス,0,1,その他
2012-10-10,アークシステムワークス,疾風のうさぎ丸 -恵みの珠と封魔の印-,2,,その他,アークシステムワークス,0,1,その他
2012-10-11,バンダイナムコゲームス,PROJECT X ZONE,2,YES,その他,バンダイナムコゲームス,0,1,その他
2012-10-11,ドラス,ハローキティといっしょ! ブロッククラッシュZ,2,YES,その他,ドラス,0,1,その他
2012-10-11,スクウェア・エニックス Nintendo,ブレイブリーデフォルト フライングフェアリー Bravely Default,2,YES,その他,スクウェア・エニックス Nintendo,0,1,その他
2012-10-24,アークシステムワークス,おきらくゴルフ3D,2,,その他,アークシステムワークス,0,1,その他
2012-10-25,角川ゲームス,AKB48+Me,2,YES,その他,角川ゲームス,0,1,その他
2012-10-31,任天堂,引ク落ツ 北米: Crashmo 欧州: Fallblox,2,,その他,任天堂,0,1,その他
2012-10-31,ジースタイル 欧州: Joindots,超高層建造計画 ビルディンガー Crazy Construction,2,,その他,ジースタイル 欧州: Joindots,0,1,その他
2012-11-01,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン 2013 Pro Evolution Soccer 2013,2,YES,その他,コナミデジタルエンタテインメント,0,1,その他
2012-11-08,アルケミスト,nicola監修 モデル☆おしゃれオーディション プラチナ,2,YES,その他,アルケミスト,0,1,その他
2012-11-08,任天堂,とびだせ どうぶつの森 Animal Crossing: New Leaf,2,YES,その他,任天堂,0,1,その他
2012-11-08,フリュー,ジュエルペット 魔法でおしゃれにダンス☆デコ〜!,2,YES,その他,フリュー,0,1,その他
2012-11-14,ディースリー・パブリッシャー,@SIMPLE DLシリーズ Vol.6 THE 密室からの脱出 〜遊びの天国クマドナルボウル編〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2012-11-14,アークシステムワークス,毎度花札,2,,その他,アークシステムワークス,0,1,その他
2012-11-14,レベルファイブ,解放少女 Liberation Maiden,2,,その他,レベルファイブ,0,1,その他
2012-11-15,バンダイナムコゲームス,アイカツ! シンデレラレッスン,2,YES,その他,バンダイナムコゲームス,0,1,その他
2012-11-21,レベルファイブ,レンタル武器屋deオマッセ Weapon Shop de Omasse,2,,その他,レベルファイブ,0,1,その他
2012-11-22,バンダイナムコゲームス,おうちまいにち たまごっち,2,YES,その他,バンダイナムコゲームス,0,1,その他
2012-11-22,バンダイナムコゲームス,でんぢゃらすじーさんと1000人のお友だち邪,2,YES,その他,バンダイナムコゲームス,0,1,その他
2012-11-22,カプコン,エクストルーパーズ,2,YES,その他,カプコン,0,1,その他
2012-11-22,日本コロムビア,ピカピカナース物語2,2,YES,その他,日本コロムビア,0,1,その他
2012-11-23,ポケモン Nintendo,ポケモン不思議のダンジョン マグナゲートと∞迷宮 Pokémon Mystery Dungeon: Gates to Infinity,2,YES,その他,ポケモン Nintendo,0,1,その他
2012-11-28,レベルファイブ,クリムゾン シュラウド,2,,その他,レベルファイブ,0,1,その他
2012-11-28,ディースリー・パブリッシャー,女家庭教師 伊都香先生と密室にいたら ○○しちゃうかもしれない。,2,,その他,ディースリー・パブリッシャー,0,1,その他
2012-11-29,バンダイナムコゲームス,NARUTO -ナルト-SD パワフル疾風伝 Naruto Powerful Shippuden,2,YES,その他,バンダイナムコゲームス,0,1,その他
2012-11-29,フリュー,アンチェインブレイズ エクシヴ,2,YES,その他,フリュー,0,1,その他
2012-11-29,レベルファイブ Nintendo,レイトン教授VS逆転裁判 Professor Layton vs. Phoenix Wright: Ace Attorney,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2012-12-05,レベルファイブ,AERO PORTER,2,,その他,レベルファイブ,0,1,その他
2012-12-05,ハムスター,AZITO 3D Tokyo,2,,その他,ハムスター,0,1,その他
2012-12-05,トムクリエイト,忍スピリッツ 真田獣勇士伝,2,,その他,トムクリエイト,0,1,その他
2012-12-06,任天堂,ペーパーマリオ スーパーシール Paper Mario: Sticker Star,2,YES,その他,任天堂,0,1,その他
2012-12-12,アークシステムワークス,りき伝説,2,,その他,アークシステムワークス,0,1,その他
2012-12-12,サイバーフロント UFO Interactive Games（英語版）,ジョニーカンフー,2,,その他,サイバーフロント UFO Interactive Games（英語版）,0,1,その他
2012-12-12,スクウェア・エニックス,ドラゴンクエストX おでかけモシャスdeバトル,2,,その他,スクウェア・エニックス,0,1,その他
2012-12-13,エム・ティー・オー,かわいい子猫3D,2,YES,その他,エム・ティー・オー,0,1,その他
2012-12-13,ロケットカンパニー,ねらって! とばして! リラックマ ぐらぐらスイーツタワー,2,YES,その他,ロケットカンパニー,0,1,その他
2012-12-13,レベルファイブ Nintendo,イナズマイレブンGO2 クロノ・ストーン ネップウ Inazuma Eleven GO Chrono Stones: Thunderflash,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2012-12-13,レベルファイブ Nintendo,イナズマイレブンGO2 クロノ・ストーン ライメイ Inazuma Eleven GO Chrono Stones: Wildfire,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2012-12-13,日本コロムビア,オレ様キングダム イケメン彼氏をゲットしよ! もえキュン♥スクールデイズ,2,YES,その他,日本コロムビア,0,1,その他
2012-12-13,バンダイナムコゲームス,トリコ グルメモンスターズ!,2,YES,その他,バンダイナムコゲームス,0,1,その他
2012-12-19,ファンユニット Teyon,peakvox リリリズム Groove Heaven,2,,その他,ファンユニット Teyon,0,1,その他
2012-12-19,任天堂,ぐるっとスプラッシュ! Fluidity: Spin Cycle,2,,その他,任天堂,0,1,その他
2012-12-19,テヨンジャパン,バードマニア3D,2,,その他,テヨンジャパン,0,1,その他
2012-12-19,アークシステムワークス,脱出アドベンチャー 魔女の住む館,2,,その他,アークシステムワークス,0,1,その他
2012-12-20,カルチャーブレーン,おしごとテーマパーク2,2,YES,その他,カルチャーブレーン,0,1,その他
2012-12-20,コナミデジタルエンタテインメント,とんがりボウシと魔法の町,2,YES,その他,コナミデジタルエンタテインメント,0,1,その他
2012-12-20,ソニックパワード,ぼくは航空管制官 エアポートヒーロー3D 成田 with ANA,2,YES,その他,ソニックパワード,0,1,その他
2012-12-20,クロン,アクリルパレット 〜彩りカフェ・Cheers〜,2,YES,その他,クロン,0,1,その他
2012-12-20,エム・ティー・オー Ubisoft,オシャレでかわいい子犬と遊ぼ! 海編 Petz Beach,2,YES,その他,エム・ティー・オー Ubisoft,0,1,その他
2012-12-26,セガ,3D スペースハリアー,2,,その他,セガ,0,1,その他
2012-12-26,アークシステムワークス,ぶれいぶるー くろーんふぁんたずま,2,,その他,アークシステムワークス,0,1,その他
